acquisition_id,customer_id,campaign_id,channel,acquisition_date,cpa
ACQ-0668,CUST-0653,CMP-2025-02,TikTok,2025-03-10,22.45
ACQ-0669,CUST-0447,CMP-2025-01,LinkedIn,2025-01-11,27.36
ACQ-0670,CUST-0788,CMP-2025-02,Influencer,2025-03-16,30.12
ACQ-0671,CUST-0796,CMP-2025-03,Instagram,2025-06-03,40.66
ACQ-0672,CUST-0501,CMP-2025-01,Organic Search,2025-02-12,30.8
ACQ-0673,CUST-1138,CMP-2025-03,Instagram,2025-06-05,36.34
ACQ-0674,CUST-0141,CMP-2025-03,Email Marketing,2025-05-30,28.16
ACQ-0675,CUST-0547,CMP-2025-01,Direct Traffic,2025-01-09,35.1
ACQ-0676,CUST-0306,CMP-2025-01,Organic Search,2025-07-20,30.98
ACQ-0677,CUST-0328,CMP-2025-01,Email Newsletter,2025-04-24,18.91
ACQ-0678,CUST-1147,CMP-2025-01,Social Organic,2025-10-10,21.02
ACQ-0679,CUST-0362,CMP-2025-01,Organic Search,2025-06-17,25.24
ACQ-0680,CUST-0355,CMP-2025-03,Instagram,2025-06-11,19.76
ACQ-0681,CUST-0750,CMP-2025-02,TikTok,2025-03-20,24.6
ACQ-0682,CUST-0808,CMP-2025-01,Google Search,2025-02-11,35.03
ACQ-0683,CUST-0553,CMP-2025-01,Email Newsletter,2025-05-31,38.0
ACQ-0684,CUST-1122,CMP-2025-01,Google Search,2025-01-19,37.08
ACQ-0685,CUST-0208,CMP-2025-05,Meta Retargeting,2025-12-21,31.35
ACQ-0686,CUST-0860,CMP-2025-04,Meta Ads,2025-10-26,26.66
ACQ-0687,CUST-0109,CMP-2025-01,Organic Search,2025-04-14,41.99
ACQ-0688,CUST-0102,CMP-2025-03,Instagram,2025-05-17,25.5
ACQ-0689,CUST-1137,CMP-2025-01,Meta Ads,2025-02-03,36.37
ACQ-0690,CUST-0956,CMP-2025-01,Social Organic,2025-06-18,40.15
ACQ-0691,CUST-1071,CMP-2025-01,Email Newsletter,2025-08-30,32.57
ACQ-0692,CUST-0527,CMP-2025-03,Instagram,2025-05-27,23.51
ACQ-0693,CUST-1184,CMP-2025-01,Direct Traffic,2025-07-06,20.6
ACQ-0694,CUST-0611,CMP-2025-01,Organic Search,2025-07-18,29.79
ACQ-0695,CUST-1022,CMP-2025-02,Influencer,2025-04-01,37.0
ACQ-0696,CUST-0330,CMP-2025-04,Google Shopping,2025-10-02,36.99
ACQ-0697,CUST-1089,CMP-2025-01,Organic Search,2025-04-28,23.59
ACQ-0698,CUST-0980,CMP-2025-01,Social Organic,2025-12-28,23.39
ACQ-0699,CUST-0833,CMP-2025-01,Social Organic,2025-12-22,30.65
ACQ-0700,CUST-0933,CMP-2025-01,Direct Traffic,2025-04-03,22.62
ACQ-0701,CUST-0219,CMP-2025-01,LinkedIn,2025-01-28,39.25
ACQ-0702,CUST-0443,CMP-2025-01,Direct Traffic,2025-02-11,28.97
ACQ-0703,CUST-1127,CMP-2025-05,SMS,2025-12-04,23.78
ACQ-0704,CUST-0370,CMP-2025-01,LinkedIn,2025-01-20,21.27
ACQ-0705,CUST-0543,CMP-2025-05,Google Remarketing,2025-12-13,35.49
ACQ-0706,CUST-0858,CMP-2025-01,Email Newsletter,2025-07-06,38.39
ACQ-0707,CUST-0212,CMP-2025-02,TikTok,2025-04-08,22.88
ACQ-0708,CUST-0488,CMP-2025-03,Pinterest,2025-05-31,39.98
ACQ-0709,CUST-0395,CMP-2025-02,TikTok,2025-03-01,26.9
ACQ-0710,CUST-1136,CMP-2025-01,Direct Traffic,2025-05-26,33.16
ACQ-0711,CUST-0505,CMP-2025-02,TikTok,2025-04-07,18.67
ACQ-0712,CUST-0251,CMP-2025-03,Instagram,2025-06-01,39.17
ACQ-0713,CUST-0055,CMP-2025-05,SMS,2025-11-30,39.16
ACQ-0714,CUST-0472,CMP-2025-01,Social Organic,2025-07-01,20.71
ACQ-0715,CUST-1028,CMP-2025-03,Pinterest,2025-06-24,26.05
ACQ-0716,CUST-1144,CMP-2025-01,LinkedIn,2025-02-01,40.65
ACQ-0717,CUST-0257,CMP-2025-02,TikTok,2025-03-24,38.76
ACQ-0718,CUST-1200,CMP-2025-05,Meta Retargeting,2025-11-30,38.94
ACQ-0719,CUST-0028,CMP-2025-04,YouTube Video Ads,2025-10-26,28.92
ACQ-0720,CUST-0820,CMP-2025-04,Google Shopping,2025-10-04,38.95
ACQ-0721,CUST-0580,CMP-2025-01,Direct Traffic,2025-08-11,40.56
ACQ-0722,CUST-0085,CMP-2025-01,Direct Traffic,2025-05-27,28.96
ACQ-0723,CUST-0695,CMP-2025-03,Email Marketing,2025-06-24,29.82
ACQ-0724,CUST-0067,CMP-2025-02,TikTok,2025-03-31,24.65
ACQ-0725,CUST-0193,CMP-2025-04,YouTube Video Ads,2025-11-02,24.66
ACQ-0726,CUST-0123,CMP-2025-04,YouTube Video Ads,2025-11-14,38.31
ACQ-0727,CUST-0931,CMP-2025-05,Google Remarketing,2025-12-14,41.44
ACQ-0728,CUST-0624,CMP-2025-02,Influencer,2025-04-14,33.02
ACQ-0729,CUST-0045,CMP-2025-01,Direct Traffic,2025-11-23,21.77
ACQ-0730,CUST-0662,CMP-2025-01,Direct Traffic,2025-04-15,29.4
ACQ-0731,CUST-0754,CMP-2025-05,Google Remarketing,2025-12-23,23.95
ACQ-0732,CUST-0955,CMP-2025-01,Email Newsletter,2025-02-27,30.3
ACQ-0733,CUST-0234,CMP-2025-05,Google Remarketing,2025-11-23,33.79
ACQ-0734,CUST-1047,CMP-2025-01,Meta Ads,2025-01-22,21.19
ACQ-0735,CUST-0040,CMP-2025-05,SMS,2025-12-22,41.2
ACQ-0736,CUST-1142,CMP-2025-02,Influencer,2025-03-02,21.32
ACQ-0737,CUST-0519,CMP-2025-05,Meta Retargeting,2025-12-21,20.41
ACQ-0738,CUST-0920,CMP-2025-03,Email Marketing,2025-05-30,21.62
ACQ-0739,CUST-0558,CMP-2025-01,Direct Traffic,2025-09-19,21.29
ACQ-0740,CUST-0757,CMP-2025-04,Meta Ads,2025-10-27,41.08
ACQ-0741,CUST-0825,CMP-2025-01,Google Search,2025-01-14,19.67
ACQ-0742,CUST-0625,CMP-2025-01,Organic Search,2025-12-05,38.96
ACQ-0743,CUST-0377,CMP-2025-01,Email Newsletter,2025-06-08,25.24
ACQ-0744,CUST-0847,CMP-2025-05,Google Remarketing,2025-11-24,33.3
ACQ-0745,CUST-1103,CMP-2025-01,Google Search,2025-01-27,23.03
ACQ-0746,CUST-0804,CMP-2025-02,TikTok,2025-04-08,40.16
ACQ-0747,CUST-0104,CMP-2025-05,Meta Retargeting,2025-12-05,35.35
ACQ-0748,CUST-0038,CMP-2025-01,Direct Traffic,2025-05-08,22.69
ACQ-0749,CUST-0885,CMP-2025-05,Meta Retargeting,2025-12-25,32.52
ACQ-0750,CUST-1108,CMP-2025-01,Social Organic,2025-12-21,38.84
ACQ-0751,CUST-0326,CMP-2025-03,Email Marketing,2025-05-29,34.44
ACQ-0752,CUST-0607,CMP-2025-01,LinkedIn,2025-02-13,36.66
ACQ-0753,CUST-0766,CMP-2025-05,Meta Retargeting,2025-12-18,39.81
ACQ-0754,CUST-0806,CMP-2025-04,Google Shopping,2025-10-26,37.99
ACQ-0755,CUST-0338,CMP-2025-02,TikTok,2025-04-10,27.07
ACQ-0756,CUST-0943,CMP-2025-01,Social Organic,2025-10-19,23.93
ACQ-0757,CUST-0605,CMP-2025-03,Pinterest,2025-06-01,40.87
ACQ-0758,CUST-0248,CMP-2025-01,Social Organic,2025-11-01,33.29
ACQ-0759,CUST-0265,CMP-2025-03,Instagram,2025-05-19,32.38
ACQ-0760,CUST-0541,CMP-2025-05,SMS,2025-12-19,40.94
ACQ-0761,CUST-0498,CMP-2025-01,Email Newsletter,2025-12-22,37.33
ACQ-0762,CUST-0492,CMP-2025-01,Email Newsletter,2025-07-22,27.34
ACQ-0763,CUST-0485,CMP-2025-02,Influencer,2025-03-15,38.89
ACQ-0764,CUST-0293,CMP-2025-01,Direct Traffic,2025-08-12,21.5
ACQ-0765,CUST-0207,CMP-2025-05,SMS,2025-12-24,20.25
ACQ-0766,CUST-0410,CMP-2025-03,Email Marketing,2025-06-20,27.92
ACQ-0767,CUST-0125,CMP-2025-03,Pinterest,2025-06-30,32.87
ACQ-0768,CUST-0225,CMP-2025-04,YouTube Video Ads,2025-11-09,18.81
ACQ-0769,CUST-0392,CMP-2025-01,Direct Traffic,2025-03-20,20.76
ACQ-0770,CUST-0413,CMP-2025-05,SMS,2025-11-28,26.02
ACQ-0771,CUST-0218,CMP-2025-02,TikTok,2025-03-16,22.46
ACQ-0772,CUST-0340,CMP-2025-04,YouTube Video Ads,2025-10-19,23.43
ACQ-0773,CUST-0741,CMP-2025-01,Email Newsletter,2025-10-16,33.14
ACQ-0774,CUST-0215,CMP-2025-01,Social Organic,2025-06-09,39.36
ACQ-0775,CUST-0101,CMP-2025-05,Google Remarketing,2025-12-18,33.25
ACQ-0776,CUST-0876,CMP-2025-01,Email Newsletter,2025-01-12,23.62
ACQ-0777,CUST-0679,CMP-2025-03,Instagram,2025-06-25,23.83
ACQ-0778,CUST-0927,CMP-2025-05,Google Remarketing,2025-12-14,28.73
ACQ-0779,CUST-0493,CMP-2025-01,Meta Ads,2025-01-18,21.64
ACQ-0780,CUST-0428,CMP-2025-01,Direct Traffic,2025-08-05,39.44
ACQ-0781,CUST-0263,CMP-2025-01,Google Search,2025-02-15,35.77
ACQ-0782,CUST-0556,CMP-2025-01,Email Newsletter,2025-12-16,29.81
ACQ-0783,CUST-0002,CMP-2025-02,Instagram Reels,2025-03-15,40.24
ACQ-0784,CUST-1078,CMP-2025-05,Meta Retargeting,2025-12-10,21.65
ACQ-0785,CUST-0133,CMP-2025-04,Google Shopping,2025-10-31,22.51
ACQ-0786,CUST-1124,CMP-2025-01,LinkedIn,2025-02-04,26.02
ACQ-0787,CUST-0758,CMP-2025-01,Organic Search,2025-11-24,33.06
ACQ-0788,CUST-0427,CMP-2025-04,YouTube Video Ads,2025-10-09,39.2
ACQ-0789,CUST-0321,CMP-2025-04,YouTube Video Ads,2025-10-13,31.36
ACQ-0790,CUST-0842,CMP-2025-05,SMS,2025-12-17,32.08
ACQ-0791,CUST-0813,CMP-2025-03,Pinterest,2025-05-24,41.8
ACQ-0792,CUST-1199,CMP-2025-01,Social Organic,2025-10-29,18.77
ACQ-0793,CUST-0442,CMP-2025-04,Meta Ads,2025-10-31,40.99
ACQ-0794,CUST-0855,CMP-2025-01,Organic Search,2025-03-02,36.08
ACQ-0795,CUST-0034,CMP-2025-01,Email Newsletter,2025-06-05,34.22
ACQ-0796,CUST-0181,CMP-2025-01,LinkedIn,2025-01-18,29.3
ACQ-0797,CUST-0780,CMP-2025-04,Meta Ads,2025-10-13,24.11
ACQ-0798,CUST-0285,CMP-2025-03,Instagram,2025-06-15,40.45
ACQ-0799,CUST-1067,CMP-2025-03,Pinterest,2025-06-11,25.13
ACQ-0800,CUST-0749,CMP-2025-05,Meta Retargeting,2025-12-08,38.52
ACQ-0801,CUST-0320,CMP-2025-02,Instagram Reels,2025-04-11,27.12
ACQ-0802,CUST-0369,CMP-2025-05,Meta Retargeting,2025-12-18,39.11
ACQ-0803,CUST-0838,CMP-2025-01,Meta Ads,2025-01-27,29.92
ACQ-0804,CUST-0394,CMP-2025-01,LinkedIn,2025-01-17,22.29
ACQ-0805,CUST-0609,CMP-2025-03,Pinterest,2025-05-20,36.16
ACQ-0806,CUST-0737,CMP-2025-01,Email Newsletter,2025-10-12,30.82
ACQ-0807,CUST-0047,CMP-2025-03,Pinterest,2025-06-15,33.6
ACQ-0808,CUST-0455,CMP-2025-01,Email Newsletter,2025-11-14,24.39
ACQ-0809,CUST-0043,CMP-2025-03,Pinterest,2025-05-26,18.52
ACQ-0810,CUST-0295,CMP-2025-01,LinkedIn,2025-01-24,31.66
ACQ-0811,CUST-0222,CMP-2025-03,Email Marketing,2025-06-04,38.38
ACQ-0812,CUST-0437,CMP-2025-02,Instagram Reels,2025-04-09,34.38
ACQ-0813,CUST-0660,CMP-2025-02,TikTok,2025-04-03,19.58
ACQ-0814,CUST-0434,CMP-2025-02,Instagram Reels,2025-04-01,20.49
ACQ-0815,CUST-1192,CMP-2025-04,Meta Ads,2025-10-07,22.83
ACQ-0816,CUST-0910,CMP-2025-01,Google Search,2025-01-28,23.1
ACQ-0817,CUST-0138,CMP-2025-05,Meta Retargeting,2025-11-30,37.8
ACQ-0818,CUST-0687,CMP-2025-02,Instagram Reels,2025-03-13,21.39
ACQ-0819,CUST-0776,CMP-2025-01,Social Organic,2025-09-22,33.71
ACQ-0820,CUST-0452,CMP-2025-01,Direct Traffic,2025-07-08,29.96
ACQ-0821,CUST-0112,CMP-2025-01,Email Newsletter,2025-03-06,39.08
ACQ-0822,CUST-0107,CMP-2025-02,Influencer,2025-03-15,30.95
ACQ-0823,CUST-0288,CMP-2025-01,Direct Traffic,2025-09-24,18.6
ACQ-0824,CUST-0978,CMP-2025-03,Instagram,2025-06-06,23.13
ACQ-0825,CUST-1058,CMP-2025-01,Email Newsletter,2025-07-15,21.08
ACQ-0826,CUST-1105,CMP-2025-03,Email Marketing,2025-06-11,35.08
ACQ-0827,CUST-0959,CMP-2025-01,Social Organic,2025-12-25,31.65
ACQ-0828,CUST-0549,CMP-2025-01,Email Newsletter,2025-08-08,32.71
ACQ-0829,CUST-1056,CMP-2025-02,Instagram Reels,2025-03-30,36.22
ACQ-0830,CUST-0874,CMP-2025-02,Influencer,2025-03-01,29.48
ACQ-0831,CUST-0991,CMP-2025-01,Organic Search,2025-08-29,21.34
ACQ-0832,CUST-0985,CMP-2025-04,YouTube Video Ads,2025-10-13,19.94
ACQ-0833,CUST-0331,CMP-2025-01,Email Newsletter,2025-05-25,34.53
ACQ-0834,CUST-0374,CMP-2025-01,Google Search,2025-01-14,24.23
ACQ-0835,CUST-0583,CMP-2025-02,TikTok,2025-03-27,26.36
ACQ-0836,CUST-0197,CMP-2025-04,Meta Ads,2025-11-15,28.35
ACQ-0837,CUST-1148,CMP-2025-02,Instagram Reels,2025-04-12,39.88
ACQ-0838,CUST-0794,CMP-2025-01,Direct Traffic,2025-12-14,37.59
ACQ-0839,CUST-1021,CMP-2025-03,Instagram,2025-05-15,34.7
ACQ-0840,CUST-0117,CMP-2025-01,Direct Traffic,2025-12-23,41.73
ACQ-0841,CUST-0445,CMP-2025-02,TikTok,2025-03-01,19.84
ACQ-0842,CUST-0136,CMP-2025-05,Meta Retargeting,2025-11-27,37.52
ACQ-0843,CUST-1079,CMP-2025-02,Instagram Reels,2025-03-22,20.02
ACQ-0844,CUST-0887,CMP-2025-02,Influencer,2025-04-08,30.34
ACQ-0845,CUST-0977,CMP-2025-02,Influencer,2025-03-28,38.14
ACQ-0846,CUST-0676,CMP-2025-05,Meta Retargeting,2025-12-02,40.9
ACQ-0847,CUST-0209,CMP-2025-01,Organic Search,2025-03-18,20.0
ACQ-0848,CUST-0853,CMP-2025-01,Email Newsletter,2025-04-21,38.0
ACQ-0849,CUST-0010,CMP-2025-01,Meta Ads,2025-01-14,26.37
ACQ-0850,CUST-0704,CMP-2025-02,Instagram Reels,2025-04-05,23.43
ACQ-0851,CUST-0386,CMP-2025-01,Meta Ads,2025-01-17,33.94
ACQ-0852,CUST-0356,CMP-2025-01,Social Organic,2025-01-15,30.85
ACQ-0853,CUST-0042,CMP-2025-01,Social Organic,2025-05-01,40.82
ACQ-0854,CUST-0903,CMP-2025-01,Meta Ads,2025-01-21,25.09
ACQ-0855,CUST-0461,CMP-2025-01,Organic Search,2025-02-13,34.61
ACQ-0856,CUST-0814,CMP-2025-01,Meta Ads,2025-01-30,34.47
ACQ-0857,CUST-0736,CMP-2025-05,Meta Retargeting,2025-12-18,28.89
ACQ-0858,CUST-0635,CMP-2025-01,Google Search,2025-01-20,30.32
ACQ-0859,CUST-0206,CMP-2025-02,TikTok,2025-03-10,24.02
ACQ-0860,CUST-0823,CMP-2025-01,Email Newsletter,2025-07-15,31.28
ACQ-0861,CUST-1075,CMP-2025-03,Pinterest,2025-05-17,21.79
ACQ-0862,CUST-0570,CMP-2025-04,YouTube Video Ads,2025-11-13,23.85
ACQ-0863,CUST-1181,CMP-2025-03,Email Marketing,2025-06-21,33.17
ACQ-0864,CUST-0020,CMP-2025-04,YouTube Video Ads,2025-10-14,38.57
ACQ-0865,CUST-0713,CMP-2025-02,TikTok,2025-03-08,37.36
ACQ-0866,CUST-1080,CMP-2025-05,Meta Retargeting,2025-11-22,25.8
ACQ-0867,CUST-0481,CMP-2025-05,Meta Retargeting,2025-12-25,22.1
ACQ-0868,CUST-0701,CMP-2025-03,Pinterest,2025-05-19,34.96
ACQ-0869,CUST-0810,CMP-2025-05,Google Remarketing,2025-12-06,20.8
ACQ-0870,CUST-0095,CMP-2025-04,Google Shopping,2025-11-14,27.02
ACQ-0871,CUST-0889,CMP-2025-01,LinkedIn,2025-01-16,20.85
ACQ-0872,CUST-0319,CMP-2025-01,Google Search,2025-01-20,24.25
ACQ-0873,CUST-0719,CMP-2025-01,Email Newsletter,2025-02-16,33.95
ACQ-0874,CUST-1183,CMP-2025-01,Social Organic,2025-03-25,32.81
ACQ-0875,CUST-1126,CMP-2025-01,LinkedIn,2025-01-12,37.26
ACQ-0876,CUST-1187,CMP-2025-01,Meta Ads,2025-02-05,29.25
ACQ-0877,CUST-0157,CMP-2025-05,SMS,2025-12-17,20.75
ACQ-0878,CUST-0402,CMP-2025-03,Pinterest,2025-05-29,38.24
ACQ-0879,CUST-0900,CMP-2025-04,Meta Ads,2025-11-08,41.22
ACQ-0880,CUST-0973,CMP-2025-02,Instagram Reels,2025-03-25,21.95
ACQ-0881,CUST-0826,CMP-2025-05,SMS,2025-12-14,35.39
ACQ-0882,CUST-1044,CMP-2025-05,Google Remarketing,2025-12-21,24.73
ACQ-0883,CUST-0914,CMP-2025-01,Organic Search,2025-05-10,41.11
ACQ-0884,CUST-0866,CMP-2025-03,Instagram,2025-05-26,38.83
ACQ-0885,CUST-0358,CMP-2025-01,Organic Search,2025-02-04,26.83
ACQ-0886,CUST-0119,CMP-2025-01,Organic Search,2025-09-25,40.04
ACQ-0887,CUST-0789,CMP-2025-02,TikTok,2025-04-15,25.83
ACQ-0888,CUST-0396,CMP-2025-01,Google Search,2025-01-28,20.57
ACQ-0889,CUST-0743,CMP-2025-01,Meta Ads,2025-01-14,19.42
ACQ-0890,CUST-0904,CMP-2025-01,LinkedIn,2025-01-13,28.07
ACQ-0891,CUST-0300,CMP-2025-02,Instagram Reels,2025-04-10,31.96
ACQ-0892,CUST-0073,CMP-2025-04,Google Shopping,2025-10-22,28.64
ACQ-0893,CUST-0781,CMP-2025-05,Meta Retargeting,2025-12-05,27.65
ACQ-0894,CUST-0201,CMP-2025-01,Email Newsletter,2025-04-10,18.71
ACQ-0895,CUST-0916,CMP-2025-01,Organic Search,2025-02-10,23.54
ACQ-0896,CUST-0342,CMP-2025-05,Meta Retargeting,2025-12-01,30.85
ACQ-0897,CUST-0132,CMP-2025-01,Email Newsletter,2025-05-30,34.57
ACQ-0898,CUST-0318,CMP-2025-03,Pinterest,2025-05-24,25.1
ACQ-0899,CUST-0983,CMP-2025-05,SMS,2025-11-23,30.72
ACQ-0900,CUST-0283,CMP-2025-01,Meta Ads,2025-01-31,27.78
ACQ-0901,CUST-1087,CMP-2025-01,Email Newsletter,2025-06-28,35.86
ACQ-0902,CUST-0314,CMP-2025-03,Email Marketing,2025-06-03,32.69
ACQ-0903,CUST-0565,CMP-2025-02,Influencer,2025-04-03,36.36
ACQ-0904,CUST-0668,CMP-2025-05,SMS,2025-12-06,23.44
ACQ-0905,CUST-0689,CMP-2025-01,Direct Traffic,2025-10-16,35.56
ACQ-0906,CUST-0830,CMP-2025-01,Social Organic,2025-12-22,38.83
ACQ-0907,CUST-0748,CMP-2025-02,Influencer,2025-04-12,28.47
ACQ-0908,CUST-0878,CMP-2025-02,Influencer,2025-03-24,37.2
ACQ-0909,CUST-0273,CMP-2025-02,TikTok,2025-03-18,41.23
ACQ-0910,CUST-0200,CMP-2025-01,Social Organic,2025-12-19,20.51
ACQ-0911,CUST-0379,CMP-2025-05,Google Remarketing,2025-12-03,18.77
ACQ-0912,CUST-0597,CMP-2025-04,YouTube Video Ads,2025-10-03,18.75
ACQ-0913,CUST-1114,CMP-2025-04,YouTube Video Ads,2025-10-25,32.69
ACQ-0914,CUST-0923,CMP-2025-01,LinkedIn,2025-02-14,38.79
ACQ-0915,CUST-0510,CMP-2025-04,Google Shopping,2025-10-09,40.89
ACQ-0916,CUST-0868,CMP-2025-01,LinkedIn,2025-02-14,29.2
ACQ-0917,CUST-0490,CMP-2025-05,SMS,2025-12-06,29.16
ACQ-0918,CUST-0925,CMP-2025-04,Google Shopping,2025-10-17,21.23
ACQ-0919,CUST-0738,CMP-2025-01,Email Newsletter,2025-06-03,28.22
ACQ-0920,CUST-1167,CMP-2025-04,Meta Ads,2025-10-10,30.18
ACQ-0921,CUST-0698,CMP-2025-01,Meta Ads,2025-02-12,24.51
ACQ-0922,CUST-1064,CMP-2025-01,Meta Ads,2025-01-26,37.43
ACQ-0923,CUST-0114,CMP-2025-01,Email Newsletter,2025-05-18,21.59
ACQ-0924,CUST-1011,CMP-2025-02,TikTok,2025-04-14,27.85
ACQ-0925,CUST-0405,CMP-2025-03,Email Marketing,2025-06-03,30.69
ACQ-0926,CUST-0233,CMP-2025-01,Direct Traffic,2025-04-05,27.81
ACQ-0927,CUST-0024,CMP-2025-05,SMS,2025-12-07,37.23
ACQ-0928,CUST-0139,CMP-2025-01,Social Organic,2025-11-27,21.92
ACQ-0929,CUST-0111,CMP-2025-01,Organic Search,2025-05-17,24.92
ACQ-0930,CUST-0059,CMP-2025-01,Email Newsletter,2025-04-24,32.69
ACQ-0931,CUST-0540,CMP-2025-04,YouTube Video Ads,2025-10-25,35.5
ACQ-0932,CUST-0122,CMP-2025-05,Meta Retargeting,2025-11-25,25.85
ACQ-0933,CUST-1039,CMP-2025-01,Organic Search,2025-01-07,28.2
ACQ-0934,CUST-0236,CMP-2025-01,Direct Traffic,2025-04-22,29.96
ACQ-0935,CUST-0775,CMP-2025-01,Direct Traffic,2025-12-13,39.38
ACQ-0936,CUST-0475,CMP-2025-01,LinkedIn,2025-02-07,34.21
ACQ-0937,CUST-0849,CMP-2025-03,Email Marketing,2025-05-18,29.15
ACQ-0938,CUST-0938,CMP-2025-04,Meta Ads,2025-11-08,29.19
ACQ-0939,CUST-0469,CMP-2025-05,Meta Retargeting,2025-12-08,37.67
ACQ-0940,CUST-0906,CMP-2025-04,Google Shopping,2025-10-04,32.98
ACQ-0941,CUST-0984,CMP-2025-01,Direct Traffic,2025-01-14,35.58
ACQ-0942,CUST-0161,CMP-2025-01,Direct Traffic,2025-05-04,37.09
ACQ-0943,CUST-0742,CMP-2025-05,Meta Retargeting,2025-11-23,33.1
ACQ-0944,CUST-0345,CMP-2025-02,Influencer,2025-03-26,19.03
ACQ-0945,CUST-1003,CMP-2025-02,Influencer,2025-03-30,23.1
ACQ-0946,CUST-0351,CMP-2025-01,Email Newsletter,2025-01-21,34.55
ACQ-0947,CUST-0009,CMP-2025-05,SMS,2025-12-08,26.29
ACQ-0948,CUST-1004,CMP-2025-02,Influencer,2025-04-07,22.49
ACQ-0949,CUST-0723,CMP-2025-04,Google Shopping,2025-10-21,32.59
ACQ-0950,CUST-0100,CMP-2025-01,Email Newsletter,2025-04-23,36.08
ACQ-0951,CUST-0486,CMP-2025-03,Pinterest,2025-06-23,38.47
ACQ-0952,CUST-0795,CMP-2025-02,TikTok,2025-03-21,33.59
ACQ-0953,CUST-0682,CMP-2025-04,YouTube Video Ads,2025-11-01,32.73
ACQ-0954,CUST-0518,CMP-2025-01,LinkedIn,2025-02-08,29.68
ACQ-0955,CUST-1129,CMP-2025-02,TikTok,2025-04-13,32.32
ACQ-0956,CUST-1118,CMP-2025-04,YouTube Video Ads,2025-11-03,21.7
ACQ-0957,CUST-0967,CMP-2025-01,Social Organic,2025-10-23,33.45
ACQ-0958,CUST-0253,CMP-2025-01,Social Organic,2025-05-15,24.1
ACQ-0959,CUST-0772,CMP-2025-01,Social Organic,2025-01-03,26.57
ACQ-0960,CUST-0499,CMP-2025-04,Meta Ads,2025-11-07,39.68
ACQ-0961,CUST-0146,CMP-2025-01,Email Newsletter,2025-05-09,39.58
ACQ-0962,CUST-1106,CMP-2025-03,Email Marketing,2025-06-08,22.6
ACQ-0963,CUST-1191,CMP-2025-01,Organic Search,2025-04-20,34.74
ACQ-0964,CUST-0604,CMP-2025-02,Influencer,2025-03-28,26.71
ACQ-0965,CUST-0694,CMP-2025-02,Influencer,2025-04-12,31.2
ACQ-0966,CUST-1117,CMP-2025-04,YouTube Video Ads,2025-11-04,36.78
ACQ-0967,CUST-1143,CMP-2025-01,LinkedIn,2025-02-02,28.4
ACQ-0968,CUST-0240,CMP-2025-02,Instagram Reels,2025-03-14,38.19
ACQ-0969,CUST-0922,CMP-2025-05,Google Remarketing,2025-12-19,40.26
ACQ-0970,CUST-0948,CMP-2025-05,Google Remarketing,2025-12-08,26.5
ACQ-0971,CUST-0908,CMP-2025-05,Google Remarketing,2025-12-13,39.59
ACQ-0972,CUST-0641,CMP-2025-03,Instagram,2025-05-24,40.65
ACQ-0973,CUST-0478,CMP-2025-05,Meta Retargeting,2025-12-13,23.25
ACQ-0974,CUST-0946,CMP-2025-04,Google Shopping,2025-10-06,24.12
ACQ-0975,CUST-0739,CMP-2025-01,LinkedIn,2025-02-15,32.03
ACQ-0976,CUST-0870,CMP-2025-04,Google Shopping,2025-10-02,32.45
ACQ-0977,CUST-1110,CMP-2025-01,Social Organic,2025-03-14,31.43
ACQ-0978,CUST-0231,CMP-2025-01,Meta Ads,2025-02-15,41.15
ACQ-0979,CUST-0401,CMP-2025-05,Meta Retargeting,2025-12-02,31.0
ACQ-0980,CUST-0346,CMP-2025-04,Meta Ads,2025-10-26,24.61
ACQ-0981,CUST-0064,CMP-2025-01,Organic Search,2025-07-12,30.64
ACQ-0982,CUST-0426,CMP-2025-05,Google Remarketing,2025-12-04,33.97
ACQ-0983,CUST-0230,CMP-2025-01,Google Search,2025-02-07,25.69
ACQ-0984,CUST-0503,CMP-2025-03,Pinterest,2025-05-24,23.25
ACQ-0985,CUST-0528,CMP-2025-01,LinkedIn,2025-01-16,24.17
ACQ-0986,CUST-1125,CMP-2025-01,Social Organic,2025-10-20,29.3
ACQ-0987,CUST-1055,CMP-2025-05,Meta Retargeting,2025-12-07,34.3
ACQ-0988,CUST-0988,CMP-2025-01,Organic Search,2025-10-22,19.95
ACQ-0989,CUST-0954,CMP-2025-02,TikTok,2025-04-01,22.88
ACQ-0990,CUST-0406,CMP-2025-05,SMS,2025-12-17,27.02
ACQ-0991,CUST-0708,CMP-2025-01,Organic Search,2025-02-11,21.5
ACQ-0992,CUST-0667,CMP-2025-05,Google Remarketing,2025-11-21,27.64
ACQ-0993,CUST-1111,CMP-2025-01,Email Newsletter,2025-06-05,28.9
ACQ-0994,CUST-0614,CMP-2025-01,Google Search,2025-01-23,24.6
ACQ-0995,CUST-0884,CMP-2025-01,Meta Ads,2025-02-13,34.18
ACQ-0996,CUST-1035,CMP-2025-01,Organic Search,2025-02-23,39.21
ACQ-0997,CUST-0210,CMP-2025-05,Google Remarketing,2025-12-05,31.75
ACQ-0998,CUST-0883,CMP-2025-02,Influencer,2025-04-13,31.04
ACQ-0999,CUST-0404,CMP-2025-04,YouTube Video Ads,2025-10-31,22.05
ACQ-1000,CUST-0968,CMP-2025-01,Google Search,2025-01-23,31.55
