attribution_id,order_id,campaign_id,touchpoint_channel,touchpoint_type,attributed_revenue,attribution_weight,confidence_score
ATTR-01373,ORD-01373,CMP-2025-02,Instagram Reels,Last Click,108.12,1.0,0.95
ATTR-01374,ORD-01374,CMP-2025-02,TikTok,Last Click,474.61,1.0,0.95
ATTR-01375,ORD-01375,CMP-2025-01,LinkedIn,Last Click,339.23,1.0,0.95
ATTR-01376,ORD-01376,CMP-2025-02,Instagram Reels,Last Click,582.23,1.0,0.95
ATTR-01377,ORD-01377,CMP-2025-04,Meta Ads,Last Click,56.98,1.0,0.95
ATTR-01378,ORD-01378,CMP-2025-03,Email Marketing,Last Click,69.35,1.0,0.95
ATTR-01379,ORD-01379,CMP-2025-03,Instagram,Last Click,88.9,1.0,0.95
ATTR-01380,ORD-01380,CMP-2025-05,Google Remarketing,Last Click,69.35,1.0,0.95
ATTR-01381,ORD-01381,CMP-2025-01,Google Search,Last Click,603.07,1.0,0.95
ATTR-01382,ORD-01382,CMP-2025-04,Google Shopping,Last Click,128.74,1.0,0.95
ATTR-01383,ORD-01383,CMP-2025-05,Meta Retargeting,Last Click,62.98,1.0,0.95
ATTR-01384,ORD-01384,CMP-ORGANIC,Direct Traffic,Direct,376.92,0.8,0.85
ATTR-01385,ORD-01385,CMP-2025-05,Google Remarketing,Last Click,69.35,1.0,0.95
ATTR-01386,ORD-01386,CMP-2025-02,Instagram Reels,Last Click,144.83,1.0,0.95
ATTR-01387,ORD-01387,CMP-ORGANIC,Social Organic,Direct,192.24,0.8,0.85
ATTR-01388,ORD-01388,CMP-2025-02,TikTok,Last Click,1164.46,1.0,0.95
ATTR-01389,ORD-01389,CMP-ORGANIC,Direct Traffic,Direct,429.84,0.8,0.85
ATTR-01390,ORD-01390,CMP-2025-05,SMS,Last Click,66.16,1.0,0.95
ATTR-01391,ORD-01391,CMP-2025-05,SMS,Last Click,84.52,1.0,0.95
ATTR-01392,ORD-01392,CMP-ORGANIC,Organic Search,Direct,86.52,0.8,0.85
ATTR-01393,ORD-01393,CMP-ORGANIC,Email Newsletter,Direct,160.92,0.8,0.85
ATTR-01394,ORD-01394,CMP-ORGANIC,Direct Traffic,Direct,372.6,0.8,0.85
ATTR-01395,ORD-01395,CMP-2025-03,Email Marketing,Last Click,144.13,1.0,0.95
ATTR-01396,ORD-01396,CMP-2025-03,Email Marketing,Last Click,128.74,1.0,0.95
ATTR-01397,ORD-01397,CMP-2025-05,Google Remarketing,Last Click,153.58,1.0,0.95
ATTR-01398,ORD-01398,CMP-ORGANIC,Email Newsletter,Direct,407.16,0.8,0.85
ATTR-01399,ORD-01399,CMP-2025-05,SMS,Last Click,430.27,1.0,0.95
ATTR-01400,ORD-01400,CMP-ORGANIC,Direct Traffic,Direct,75.72,0.8,0.85
ATTR-01401,ORD-01401,CMP-2025-03,Pinterest,Last Click,136.78,1.0,0.95
ATTR-01402,ORD-01402,CMP-2025-02,Influencer,Last Click,69.35,1.0,0.95
ATTR-01403,ORD-01403,CMP-2025-02,Influencer,Last Click,196.13,1.0,0.95
ATTR-01404,ORD-01404,CMP-ORGANIC,Email Newsletter,Direct,49.8,0.8,0.85
ATTR-01405,ORD-01405,CMP-ORGANIC,Direct Traffic,Direct,321.84,0.8,0.85
ATTR-01406,ORD-01406,CMP-2025-01,LinkedIn,Last Click,462.67,1.0,0.95
ATTR-01407,ORD-01407,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-01408,ORD-01408,CMP-2025-04,YouTube Video Ads,Last Click,1099.76,1.0,0.95
ATTR-01409,ORD-01409,CMP-ORGANIC,Organic Search,Direct,170.64,0.8,0.85
ATTR-01410,ORD-01410,CMP-2025-01,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-01411,ORD-01411,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-01412,ORD-01412,CMP-2025-05,Meta Retargeting,Last Click,43.32,1.0,0.95
ATTR-01413,ORD-01413,CMP-2025-01,Meta Ads,Last Click,301.54,1.0,0.95
ATTR-01414,ORD-01414,CMP-2025-02,Influencer,Last Click,339.23,1.0,0.95
ATTR-01415,ORD-01415,CMP-2025-03,Instagram,Last Click,517.54,1.0,0.95
ATTR-01416,ORD-01416,CMP-ORGANIC,Email Newsletter,Direct,107.04,0.8,0.85
ATTR-01417,ORD-01417,CMP-2025-04,Google Shopping,Last Click,96.24,1.0,0.95
ATTR-01418,ORD-01418,CMP-2025-03,Email Marketing,Last Click,74.64,1.0,0.95
ATTR-01419,ORD-01419,CMP-2025-04,Google Shopping,Last Click,59.63,1.0,0.95
ATTR-01420,ORD-01420,CMP-2025-04,Google Shopping,Last Click,99.14,1.0,0.95
ATTR-01421,ORD-01421,CMP-2025-03,Email Marketing,Last Click,98.51,1.0,0.95
ATTR-01422,ORD-01422,CMP-2025-05,Google Remarketing,Last Click,139.32,1.0,0.95
ATTR-01423,ORD-01423,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-01424,ORD-01424,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-01425,ORD-01425,CMP-2025-02,Instagram Reels,Last Click,40.19,1.0,0.95
ATTR-01426,ORD-01426,CMP-2025-03,Instagram,Last Click,38.62,1.0,0.95
ATTR-01427,ORD-01427,CMP-2025-02,Influencer,Last Click,517.54,1.0,0.95
ATTR-01428,ORD-01428,CMP-ORGANIC,Email Newsletter,Direct,223.56,0.8,0.85
ATTR-01429,ORD-01429,CMP-ORGANIC,Organic Search,Direct,235.44,0.8,0.85
ATTR-01430,ORD-01430,CMP-2025-04,YouTube Video Ads,Last Click,376.92,1.0,0.95
ATTR-01431,ORD-01431,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-01432,ORD-01432,CMP-2025-04,Google Shopping,Last Click,782.78,1.0,0.95
ATTR-01433,ORD-01433,CMP-2025-05,Google Remarketing,Last Click,75.72,1.0,0.95
ATTR-01434,ORD-01434,CMP-2025-02,Instagram Reels,Last Click,88.79,1.0,0.95
ATTR-01435,ORD-01435,CMP-ORGANIC,Email Newsletter,Direct,75.72,0.8,0.85
ATTR-01436,ORD-01436,CMP-2025-01,Google Search,Last Click,549.88,1.0,0.95
ATTR-01437,ORD-01437,CMP-2025-02,TikTok,Last Click,839.16,1.0,0.95
ATTR-01438,ORD-01438,CMP-2025-04,Meta Ads,Last Click,549.88,1.0,0.95
ATTR-01439,ORD-01439,CMP-2025-02,Instagram Reels,Last Click,68.38,1.0,0.95
ATTR-01440,ORD-01440,CMP-2025-05,Meta Retargeting,Last Click,376.92,1.0,0.95
ATTR-01441,ORD-01441,CMP-2025-04,Google Shopping,Last Click,54.34,1.0,0.95
ATTR-01442,ORD-01442,CMP-ORGANIC,Direct Traffic,Direct,108.12,0.8,0.85
ATTR-01443,ORD-01443,CMP-2025-04,Meta Ads,Last Click,211.9,1.0,0.95
ATTR-01444,ORD-01444,CMP-2025-03,Instagram,Last Click,198.72,1.0,0.95
ATTR-01445,ORD-01445,CMP-2025-04,Meta Ads,Last Click,38.62,1.0,0.95
ATTR-01446,ORD-01446,CMP-ORGANIC,Organic Search,Direct,49.8,0.8,0.85
ATTR-01447,ORD-01447,CMP-ORGANIC,Direct Traffic,Direct,139.32,0.8,0.85
ATTR-01448,ORD-01448,CMP-2025-02,TikTok,Last Click,582.23,1.0,0.95
ATTR-01449,ORD-01449,CMP-2025-05,Meta Retargeting,Last Click,68.38,1.0,0.95
ATTR-01450,ORD-01450,CMP-2025-02,Instagram Reels,Last Click,97.32,1.0,0.95
ATTR-01451,ORD-01451,CMP-2025-03,Pinterest,Last Click,111.46,1.0,0.95
ATTR-01452,ORD-01452,CMP-2025-01,Meta Ads,Last Click,128.74,1.0,0.95
ATTR-01453,ORD-01453,CMP-2025-05,Google Remarketing,Last Click,181.76,1.0,0.95
ATTR-01454,ORD-01454,CMP-ORGANIC,Social Organic,Direct,133.92,0.8,0.85
ATTR-01455,ORD-01455,CMP-2025-02,Influencer,Last Click,696.38,1.0,0.95
ATTR-01456,ORD-01456,CMP-2025-04,Meta Ads,Last Click,516.24,1.0,0.95
ATTR-01457,ORD-01457,CMP-2025-04,YouTube Video Ads,Last Click,98.51,1.0,0.95
ATTR-01458,ORD-01458,CMP-2025-03,Pinterest,Last Click,178.85,1.0,0.95
ATTR-01459,ORD-01459,CMP-2025-04,YouTube Video Ads,Last Click,88.79,1.0,0.95
ATTR-01460,ORD-01460,CMP-2025-01,Google Search,Last Click,74.64,1.0,0.95
ATTR-01461,ORD-01461,CMP-2025-05,Google Remarketing,Last Click,320.38,1.0,0.95
ATTR-01462,ORD-01462,CMP-2025-02,Influencer,Last Click,582.23,1.0,0.95
ATTR-01463,ORD-01463,CMP-2025-05,Meta Retargeting,Last Click,705.02,1.0,0.95
ATTR-01464,ORD-01464,CMP-2025-05,Meta Retargeting,Last Click,145.04,1.0,0.95
ATTR-01465,ORD-01465,CMP-2025-04,Meta Ads,Last Click,101.96,1.0,0.95
ATTR-01466,ORD-01466,CMP-2025-05,Google Remarketing,Last Click,42.24,1.0,0.95
ATTR-01467,ORD-01467,CMP-ORGANIC,Email Newsletter,Direct,780.84,0.8,0.85
ATTR-01468,ORD-01468,CMP-ORGANIC,Organic Search,Direct,49.8,0.8,0.85
ATTR-01469,ORD-01469,CMP-2025-01,LinkedIn,Last Click,289.66,1.0,0.95
ATTR-01470,ORD-01470,CMP-ORGANIC,Direct Traffic,Direct,81.12,0.8,0.85
ATTR-01471,ORD-01471,CMP-2025-04,Meta Ads,Last Click,299.81,1.0,0.95
ATTR-01472,ORD-01472,CMP-2025-03,Email Marketing,Last Click,56.98,1.0,0.95
ATTR-01473,ORD-01473,CMP-2025-05,Google Remarketing,Last Click,110.59,1.0,0.95
ATTR-01474,ORD-01474,CMP-2025-03,Instagram,Last Click,54.34,1.0,0.95
ATTR-01475,ORD-01475,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-01476,ORD-01476,CMP-2025-03,Instagram,Last Click,110.81,1.0,0.95
ATTR-01477,ORD-01477,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-01478,ORD-01478,CMP-2025-05,SMS,Last Click,298.4,1.0,0.95
ATTR-01479,ORD-01479,CMP-2025-04,Google Shopping,Last Click,622.4,1.0,0.95
ATTR-01480,ORD-01480,CMP-ORGANIC,Organic Search,Direct,43.32,0.8,0.85
ATTR-01481,ORD-01481,CMP-2025-01,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-01482,ORD-01482,CMP-2025-04,YouTube Video Ads,Last Click,44.13,1.0,0.95
ATTR-01483,ORD-01483,CMP-2025-01,Meta Ads,Last Click,942.79,1.0,0.95
ATTR-01484,ORD-01484,CMP-2025-02,Instagram Reels,Last Click,301.54,1.0,0.95
ATTR-01485,ORD-01485,CMP-ORGANIC,Direct Traffic,Direct,212.76,0.8,0.85
ATTR-01486,ORD-01486,CMP-2025-01,Meta Ads,Last Click,134.14,1.0,0.95
ATTR-01487,ORD-01487,CMP-2025-04,YouTube Video Ads,Last Click,46.02,1.0,0.95
ATTR-01488,ORD-01488,CMP-2025-01,Google Search,Last Click,93.7,1.0,0.95
ATTR-01489,ORD-01489,CMP-2025-01,Google Search,Last Click,425.03,1.0,0.95
ATTR-01490,ORD-01490,CMP-ORGANIC,Direct Traffic,Direct,752.76,0.8,0.85
ATTR-01491,ORD-01491,CMP-2025-01,Meta Ads,Last Click,79.07,1.0,0.95
ATTR-01492,ORD-01492,CMP-2025-04,YouTube Video Ads,Last Click,213.84,1.0,0.95
ATTR-01493,ORD-01493,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-01494,ORD-01494,CMP-2025-05,SMS,Last Click,88.79,1.0,0.95
ATTR-01495,ORD-01495,CMP-ORGANIC,Social Organic,Direct,127.44,0.8,0.85
ATTR-01496,ORD-01496,CMP-2025-03,Pinterest,Last Click,257.47,1.0,0.95
ATTR-01497,ORD-01497,CMP-2025-01,Meta Ads,Last Click,74.64,1.0,0.95
ATTR-01498,ORD-01498,CMP-2025-01,Meta Ads,Last Click,88.79,1.0,0.95
ATTR-01499,ORD-01499,CMP-2025-01,Meta Ads,Last Click,402.08,1.0,0.95
ATTR-01500,ORD-01500,CMP-2025-04,YouTube Video Ads,Last Click,64.92,1.0,0.95
ATTR-01501,ORD-01501,CMP-2025-02,Influencer,Last Click,75.34,1.0,0.95
ATTR-01502,ORD-01502,CMP-ORGANIC,Organic Search,Direct,123.12,0.8,0.85
ATTR-01503,ORD-01503,CMP-2025-04,YouTube Video Ads,Last Click,80.04,1.0,0.95
ATTR-01504,ORD-01504,CMP-ORGANIC,Organic Search,Direct,288.36,0.8,0.85
ATTR-01505,ORD-01505,CMP-ORGANIC,Direct Traffic,Direct,213.84,0.8,0.85
ATTR-01506,ORD-01506,CMP-2025-01,Meta Ads,Last Click,75.72,1.0,0.95
ATTR-01507,ORD-01507,CMP-2025-05,Meta Retargeting,Last Click,97.32,1.0,0.95
ATTR-01508,ORD-01508,CMP-ORGANIC,Social Organic,Direct,646.92,0.8,0.85
ATTR-01509,ORD-01509,CMP-2025-04,YouTube Video Ads,Last Click,88.79,1.0,0.95
ATTR-01510,ORD-01510,CMP-2025-01,Google Search,Last Click,139.32,1.0,0.95
ATTR-01511,ORD-01511,CMP-2025-02,Influencer,Last Click,110.81,1.0,0.95
ATTR-01512,ORD-01512,CMP-ORGANIC,Organic Search,Direct,108.12,0.8,0.85
ATTR-01513,ORD-01513,CMP-2025-01,Google Search,Last Click,108.12,1.0,0.95
ATTR-01514,ORD-01514,CMP-2025-02,TikTok,Last Click,221.62,1.0,0.95
ATTR-01515,ORD-01515,CMP-ORGANIC,Organic Search,Direct,177.12,0.8,0.85
ATTR-01516,ORD-01516,CMP-2025-01,LinkedIn,Last Click,549.88,1.0,0.95
ATTR-01517,ORD-01517,CMP-2025-02,TikTok,Last Click,376.92,1.0,0.95
ATTR-01518,ORD-01518,CMP-ORGANIC,Organic Search,Direct,86.52,0.8,0.85
ATTR-01519,ORD-01519,CMP-ORGANIC,Social Organic,Direct,108.12,0.8,0.85
ATTR-01520,ORD-01520,CMP-2025-01,Google Search,Last Click,127.87,1.0,0.95
ATTR-01521,ORD-01521,CMP-2025-03,Instagram,Last Click,75.72,1.0,0.95
ATTR-01522,ORD-01522,CMP-2025-01,Google Search,Last Click,211.9,1.0,0.95
ATTR-01523,ORD-01523,CMP-ORGANIC,Email Newsletter,Direct,201.96,0.8,0.85
ATTR-01524,ORD-01524,CMP-2025-03,Pinterest,Last Click,171.67,1.0,0.95
ATTR-01525,ORD-01525,CMP-ORGANIC,Email Newsletter,Direct,64.92,0.8,0.85
ATTR-01526,ORD-01526,CMP-ORGANIC,Email Newsletter,Direct,376.92,0.8,0.85
ATTR-01527,ORD-01527,CMP-2025-01,Google Search,Last Click,301.54,1.0,0.95
ATTR-01528,ORD-01528,CMP-ORGANIC,Email Newsletter,Direct,86.52,0.8,0.85
ATTR-01529,ORD-01529,CMP-2025-05,SMS,Last Click,882.36,1.0,0.95
ATTR-01530,ORD-01530,CMP-2025-04,YouTube Video Ads,Last Click,386.86,1.0,0.95
ATTR-01531,ORD-01531,CMP-ORGANIC,Organic Search,Direct,385.56,0.8,0.85
ATTR-01532,ORD-01532,CMP-2025-01,Google Search,Last Click,158.98,1.0,0.95
ATTR-01533,ORD-01533,CMP-2025-02,TikTok,Last Click,646.92,1.0,0.95
ATTR-01534,ORD-01534,CMP-2025-04,Google Shopping,Last Click,66.16,1.0,0.95
ATTR-01535,ORD-01535,CMP-2025-03,Email Marketing,Last Click,289.66,1.0,0.95
ATTR-01536,ORD-01536,CMP-2025-01,Google Search,Last Click,224.64,1.0,0.95
ATTR-01537,ORD-01537,CMP-2025-04,YouTube Video Ads,Last Click,247.97,1.0,0.95
ATTR-01538,ORD-01538,CMP-ORGANIC,Email Newsletter,Direct,201.96,0.8,0.85
ATTR-01539,ORD-01539,CMP-2025-03,Instagram,Last Click,43.32,1.0,0.95
ATTR-01540,ORD-01540,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-01541,ORD-01541,CMP-ORGANIC,Organic Search,Direct,278.64,0.8,0.85
ATTR-01542,ORD-01542,CMP-2025-02,TikTok,Last Click,412.99,1.0,0.95
ATTR-01543,ORD-01543,CMP-2025-05,Meta Retargeting,Last Click,582.23,1.0,0.95
ATTR-01544,ORD-01544,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-01545,ORD-01545,CMP-2025-05,Meta Retargeting,Last Click,126.68,1.0,0.95
ATTR-01546,ORD-01546,CMP-2025-03,Pinterest,Last Click,74.64,1.0,0.95
ATTR-01547,ORD-01547,CMP-ORGANIC,Direct Traffic,Direct,633.96,0.8,0.85
ATTR-01548,ORD-01548,CMP-2025-05,Google Remarketing,Last Click,40.19,1.0,0.95
ATTR-01549,ORD-01549,CMP-2025-02,TikTok,Last Click,66.16,1.0,0.95
ATTR-01550,ORD-01550,CMP-2025-04,Google Shopping,Last Click,107.04,1.0,0.95
ATTR-01551,ORD-01551,CMP-ORGANIC,Direct Traffic,Direct,169.56,0.8,0.85
ATTR-01552,ORD-01552,CMP-2025-01,LinkedIn,Last Click,88.9,1.0,0.95
ATTR-01553,ORD-01553,CMP-ORGANIC,Email Newsletter,Direct,440.64,0.8,0.85
ATTR-01554,ORD-01554,CMP-ORGANIC,Direct Traffic,Direct,359.64,0.8,0.85
ATTR-01555,ORD-01555,CMP-2025-05,Meta Retargeting,Last Click,98.51,1.0,0.95
ATTR-01556,ORD-01556,CMP-2025-01,LinkedIn,Last Click,108.32,1.0,0.95
ATTR-01557,ORD-01557,CMP-2025-01,Google Search,Last Click,585.79,1.0,0.95
ATTR-01558,ORD-01558,CMP-ORGANIC,Email Newsletter,Direct,860.76,0.8,0.85
ATTR-01559,ORD-01559,CMP-2025-05,SMS,Last Click,93.7,1.0,0.95
ATTR-01560,ORD-01560,CMP-ORGANIC,Social Organic,Direct,228.96,0.8,0.85
ATTR-01561,ORD-01561,CMP-2025-01,Meta Ads,Last Click,88.79,1.0,0.95
ATTR-01562,ORD-01562,CMP-2025-02,TikTok,Last Click,111.46,1.0,0.95
ATTR-01563,ORD-01563,CMP-2025-04,Meta Ads,Last Click,88.9,1.0,0.95
ATTR-01564,ORD-01564,CMP-2025-01,LinkedIn,Last Click,163.3,1.0,0.95
ATTR-01565,ORD-01565,CMP-2025-02,Instagram Reels,Last Click,144.83,1.0,0.95
ATTR-01566,ORD-01566,CMP-2025-02,Influencer,Last Click,163.4,1.0,0.95
ATTR-01567,ORD-01567,CMP-2025-01,Google Search,Last Click,677.48,1.0,0.95
ATTR-01568,ORD-01568,CMP-2025-05,SMS,Last Click,154.44,1.0,0.95
ATTR-01569,ORD-01569,CMP-ORGANIC,Social Organic,Direct,165.24,0.8,0.85
ATTR-01570,ORD-01570,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-01571,ORD-01571,CMP-ORGANIC,Social Organic,Direct,75.72,0.8,0.85
ATTR-01572,ORD-01572,CMP-2025-01,LinkedIn,Last Click,128.74,1.0,0.95
ATTR-01573,ORD-01573,CMP-ORGANIC,Email Newsletter,Direct,170.64,0.8,0.85
ATTR-01574,ORD-01574,CMP-2025-01,Meta Ads,Last Click,1095.55,1.0,0.95
ATTR-01575,ORD-01575,CMP-2025-03,Instagram,Last Click,93.7,1.0,0.95
ATTR-01576,ORD-01576,CMP-2025-04,Google Shopping,Last Click,56.98,1.0,0.95
ATTR-01577,ORD-01577,CMP-2025-05,SMS,Last Click,79.07,1.0,0.95
ATTR-01578,ORD-01578,CMP-2025-02,Influencer,Last Click,270.81,1.0,0.95
ATTR-01579,ORD-01579,CMP-2025-04,YouTube Video Ads,Last Click,93.7,1.0,0.95
ATTR-01580,ORD-01580,CMP-2025-03,Pinterest,Last Click,69.35,1.0,0.95
ATTR-01581,ORD-01581,CMP-ORGANIC,Organic Search,Direct,817.56,0.8,0.85
ATTR-01582,ORD-01582,CMP-2025-04,Meta Ads,Last Click,144.29,1.0,0.95
ATTR-01583,ORD-01583,CMP-2025-03,Pinterest,Last Click,62.11,1.0,0.95
ATTR-01584,ORD-01584,CMP-2025-03,Pinterest,Last Click,678.46,1.0,0.95
ATTR-01585,ORD-01585,CMP-2025-04,Meta Ads,Last Click,93.7,1.0,0.95
ATTR-01586,ORD-01586,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-01587,ORD-01587,CMP-2025-02,Instagram Reels,Last Click,245.11,1.0,0.95
ATTR-01588,ORD-01588,CMP-2025-05,SMS,Last Click,40.19,1.0,0.95
ATTR-01589,ORD-01589,CMP-2025-04,Meta Ads,Last Click,96.67,1.0,0.95
ATTR-01590,ORD-01590,CMP-ORGANIC,Social Organic,Direct,180.36,0.8,0.85
ATTR-01591,ORD-01591,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-01592,ORD-01592,CMP-2025-05,Google Remarketing,Last Click,84.52,1.0,0.95
ATTR-01593,ORD-01593,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-01594,ORD-01594,CMP-ORGANIC,Organic Search,Direct,203.04,0.8,0.85
ATTR-01595,ORD-01595,CMP-2025-02,Instagram Reels,Last Click,80.26,1.0,0.95
ATTR-01596,ORD-01596,CMP-2025-01,Google Search,Last Click,133.92,1.0,0.95
ATTR-01597,ORD-01597,CMP-2025-03,Email Marketing,Last Click,88.79,1.0,0.95
ATTR-01598,ORD-01598,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-01599,ORD-01599,CMP-2025-03,Instagram,Last Click,139.32,1.0,0.95
ATTR-01600,ORD-01600,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-01601,ORD-01601,CMP-2025-02,Influencer,Last Click,111.46,1.0,0.95
ATTR-01602,ORD-01602,CMP-ORGANIC,Organic Search,Direct,147.96,0.8,0.85
ATTR-01603,ORD-01603,CMP-2025-01,Google Search,Last Click,222.91,1.0,0.95
ATTR-01604,ORD-01604,CMP-2025-01,Google Search,Last Click,196.13,1.0,0.95
ATTR-01605,ORD-01605,CMP-ORGANIC,Organic Search,Direct,213.84,0.8,0.85
ATTR-01606,ORD-01606,CMP-2025-05,SMS,Last Click,108.12,1.0,0.95
ATTR-01607,ORD-01607,CMP-2025-02,Instagram Reels,Last Click,127.87,1.0,0.95
ATTR-01608,ORD-01608,CMP-ORGANIC,Organic Search,Direct,376.92,0.8,0.85
ATTR-01609,ORD-01609,CMP-2025-04,Meta Ads,Last Click,84.52,1.0,0.95
ATTR-01610,ORD-01610,CMP-ORGANIC,Direct Traffic,Direct,149.04,0.8,0.85
ATTR-01611,ORD-01611,CMP-2025-03,Email Marketing,Last Click,107.26,1.0,0.95
ATTR-01612,ORD-01612,CMP-ORGANIC,Direct Traffic,Direct,785.16,0.8,0.85
ATTR-01613,ORD-01613,CMP-2025-04,Meta Ads,Last Click,192.24,1.0,0.95
ATTR-01614,ORD-01614,CMP-2025-01,LinkedIn,Last Click,119.23,1.0,0.95
ATTR-01615,ORD-01615,CMP-2025-01,LinkedIn,Last Click,235.93,1.0,0.95
ATTR-01616,ORD-01616,CMP-ORGANIC,Organic Search,Direct,341.28,0.8,0.85
ATTR-01617,ORD-01617,CMP-2025-03,Instagram,Last Click,320.38,1.0,0.95
ATTR-01618,ORD-01618,CMP-ORGANIC,Organic Search,Direct,127.44,0.8,0.85
ATTR-01619,ORD-01619,CMP-2025-02,TikTok,Last Click,56.98,1.0,0.95
ATTR-01620,ORD-01620,CMP-2025-02,Influencer,Last Click,430.27,1.0,0.95
ATTR-01621,ORD-01621,CMP-2025-01,Google Search,Last Click,145.04,1.0,0.95
ATTR-01622,ORD-01622,CMP-2025-01,Meta Ads,Last Click,71.62,1.0,0.95
ATTR-01623,ORD-01623,CMP-2025-01,LinkedIn,Last Click,75.34,1.0,0.95
ATTR-01624,ORD-01624,CMP-2025-04,Google Shopping,Last Click,79.07,1.0,0.95
ATTR-01625,ORD-01625,CMP-2025-05,Meta Retargeting,Last Click,86.52,1.0,0.95
ATTR-01626,ORD-01626,CMP-2025-01,Google Search,Last Click,921.46,1.0,0.95
ATTR-01627,ORD-01627,CMP-2025-02,Influencer,Last Click,68.38,1.0,0.95
ATTR-01628,ORD-01628,CMP-2025-04,YouTube Video Ads,Last Click,42.24,1.0,0.95
ATTR-01629,ORD-01629,CMP-2025-02,Instagram Reels,Last Click,902.39,1.0,0.95
ATTR-01630,ORD-01630,CMP-2025-02,Instagram Reels,Last Click,108.12,1.0,0.95
ATTR-01631,ORD-01631,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-01632,ORD-01632,CMP-2025-02,TikTok,Last Click,84.52,1.0,0.95
ATTR-01633,ORD-01633,CMP-ORGANIC,Organic Search,Direct,359.64,0.8,0.85
ATTR-01634,ORD-01634,CMP-2025-05,Meta Retargeting,Last Click,118.42,1.0,0.95
ATTR-01635,ORD-01635,CMP-2025-04,Google Shopping,Last Click,97.32,1.0,0.95
ATTR-01636,ORD-01636,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-01637,ORD-01637,CMP-2025-04,Google Shopping,Last Click,37.06,1.0,0.95
ATTR-01638,ORD-01638,CMP-2025-05,Meta Retargeting,Last Click,477.36,1.0,0.95
ATTR-01639,ORD-01639,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-01640,ORD-01640,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-01641,ORD-01641,CMP-ORGANIC,Social Organic,Direct,223.56,0.8,0.85
ATTR-01642,ORD-01642,CMP-2025-01,LinkedIn,Last Click,163.3,1.0,0.95
ATTR-01643,ORD-01643,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-01644,ORD-01644,CMP-2025-04,YouTube Video Ads,Last Click,37.06,1.0,0.95
ATTR-01645,ORD-01645,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-01646,ORD-01646,CMP-2025-05,Meta Retargeting,Last Click,74.64,1.0,0.95
ATTR-01647,ORD-01647,CMP-2025-02,TikTok,Last Click,37.06,1.0,0.95
ATTR-01648,ORD-01648,CMP-ORGANIC,Email Newsletter,Direct,139.32,0.8,0.85
ATTR-01649,ORD-01649,CMP-2025-04,YouTube Video Ads,Last Click,75.34,1.0,0.95
ATTR-01650,ORD-01650,CMP-2025-02,Instagram Reels,Last Click,640.76,1.0,0.95
ATTR-01651,ORD-01651,CMP-2025-03,Instagram,Last Click,265.68,1.0,0.95
ATTR-01652,ORD-01652,CMP-ORGANIC,Email Newsletter,Direct,363.96,0.8,0.85
ATTR-01653,ORD-01653,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-01654,ORD-01654,CMP-2025-03,Email Marketing,Last Click,282.53,1.0,0.95
ATTR-01655,ORD-01655,CMP-2025-02,TikTok,Last Click,98.51,1.0,0.95
ATTR-01656,ORD-01656,CMP-ORGANIC,Direct Traffic,Direct,462.24,0.8,0.85
ATTR-01657,ORD-01657,CMP-2025-03,Pinterest,Last Click,59.63,1.0,0.95
ATTR-01658,ORD-01658,CMP-2025-05,SMS,Last Click,49.8,1.0,0.95
ATTR-01659,ORD-01659,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-01660,ORD-01660,CMP-ORGANIC,Direct Traffic,Direct,108.12,0.8,0.85
ATTR-01661,ORD-01661,CMP-2025-04,Google Shopping,Last Click,86.52,1.0,0.95
